TIPO,OPERACIÓN,DESPACHO,NOMBRE,CAPACIDAD NETA [MW],OPERADOR,INICIO OPERACION,MUNICIPIO,DEPARTAMENTO,SUBÁREA
HIDRÁULICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        RIOGRANDE I,19,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,01/01/1956,DONMATÍAS,ANTIOQUIA,SubArea Antioquia
HIDRÁULICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        RIONEGRO,"10,2",ESPACIO PRODUCTIVO S.A.S. E.S.P.,01/01/1975,PUERTO SALGAR,CUNDINAMARCA,SubArea CQR
HIDRÁULICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        RUMOR,"2,5",COMPANIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,01/01/1999,TULUÁ,VALLE DEL CAUCA,SubArea Valle
HIDRÁULICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        SAJANDI,"3,2",VATIA S.A. E.S.P.,01/01/1995,PATÍA,CAUCA,SubArea Cauca-Narino
HIDRÁULICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        SAN ANDRES DE CUERQUIA,"19,9",CELSIA COLOMBIA S.A. E.S.P.,11/06/2020,SAN ANDRÉS DE CUERQUÍA,ANTIOQUIA,SubArea Antioquia
HIDRÁULICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        SAN BARTOLOME,"19,9",PCH SAN BARTOLOME S.A.S. E.S.P. ,14/05/2023,GUAPOTÁ,SANTANDER,SubArea Boyaca-Casanare
HIDRÁULICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        SAN CANCIO,2,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,01/01/1929,MANIZALES,CALDAS,SubArea CQR
HIDRÁULICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        SAN JOSE DE LA MONTAÑA II,"1,1",EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,06/10/2018,SAN JOSÉ DE LA MONTAÑA,ANTIOQUIA,SubArea Antioquia
HIDRÁULICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        SAN MATIAS,"19,9",ISAGEN S.A. E.S.P.,25/04/2017,COCORNÁ,ANTIOQUIA,SubArea Antioquia
HIDRÁULICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        SANTA ANA,8,ENEL COLOMBIA SA ESP,09/06/2005,UBALÁ,CUNDINAMARCA,SubArea Bogota
HIDRÁULICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        SANTA RITA,"1,3",EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,18/08/2010,ANDES,ANTIOQUIA,SubArea Antioquia
HIDRÁULICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        SANTIAGO,"2,8",HIDROTOLIMA S.A. E.S.P.,08/01/2011,SANTO DOMINGO,ANTIOQUIA,SubArea Antioquia
HIDRÁULICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        SONSON,"18,5",EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,01/06/2002,SONSÓN,ANTIOQUIA,SubArea Antioquia
HIDRÁULICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        SUBA,"2,6",ENEL COLOMBIA SA ESP,15/04/2013,BOGOTÁ. D.C.,BOGOTÁ. D.C.,SubArea Bogota
HIDRÁULICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        SUEVA 2,6,CEMEX ENERGY S.A.S E.S.P.,24/05/2002,JUNÍN,CUNDINAMARCA,SubArea Bogota
HIDRÁULICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        TEQUENDAMA 1,"14,2",ENEL COLOMBIA SA ESP,03/04/2018,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,SubArea Bogota
HIDRÁULICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        TEQUENDAMA 2,"14,2",ENEL COLOMBIA SA ESP,03/04/2018,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,SubArea Bogota
HIDRÁULICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        TEQUENDAMA 3,"14,2",ENEL COLOMBIA SA ESP,03/04/2018,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,SubArea Bogota
HIDRÁULICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        TEQUENDAMA 4,"14,2",ENEL COLOMBIA SA ESP,03/04/2018,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,SubArea Bogota
HIDRÁULICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        TUNJITA,"19,7",AES COLOMBIA & CIA. S.C.A. E.S.P.,30/06/2016,TUNJA,BOYACÁ,SubArea Bogota
HIDRÁULICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        URRAO,"1,03",SANTA FE ENERGY ZOMAC S.A.S. E.S.P.,30/07/2007,URRAO,ANTIOQUIA,SubArea Antioquia
HIDRÁULICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        USAQUEN,"1,8",ENEL COLOMBIA SA ESP,15/04/2013,BOGOTÁ. D.C.,BOGOTÁ. D.C.,SubArea Bogota
HIDRÁULICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        VENTANA A,"2,5",HIDROTOLIMA S.A. E.S.P.,01/11/1957,ESPINAL,TOLIMA,SubArea Huila-Tolima
HIDRÁULICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        VENTANA B,"2,5",HIDROTOLIMA S.A. E.S.P.,01/11/1957,ESPINAL,TOLIMA,SubArea Huila-Tolima
HIDRÁULICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        ZEUS,"9,9",CENTRAL HIDROELÉCTRICA ZEUS SAS ESP,19/05/2022,DONMATÍAS,ANTIOQUIA,SubArea Antioquia
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        ALTO ANCHICAYA,355,CELSIA COLOMBIA S.A. E.S.P.,01/01/1974,BUENAVENTURA,VALLE DEL CAUCA,SubArea Valle
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        AMOYA LA ESPERANZA,80,ISAGEN S.A. E.S.P.,24/05/2013,CHAPARRAL,TOLIMA,SubArea Huila-Tolima
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        BAJO ANCHICAYA,72,CELSIA COLOMBIA S.A. E.S.P.,01/01/1957,BUENAVENTURA,VALLE DEL CAUCA,SubArea Valle
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        BETANIA,540,ENEL COLOMBIA SA ESP,01/11/1987,YAGUARÁ,HUILA,SubArea Huila-Tolima
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        CALIMA,132,CELSIA COLOMBIA S.A. E.S.P.,01/01/1967,CALIMA,VALLE DEL CAUCA,SubArea Valle
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        CARLOS LLERAS,78,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,22/11/2015,GIRARDOTA,ANTIOQUIA,SubArea Antioquia
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        CHIVOR,1000,AES COLOMBIA & CIA. S.C.A. E.S.P.,23/05/1977,SANTA MARÍA,BOYACÁ,SubArea Bogota
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        CUCUANA,56,CELSIA COLOMBIA S.A. E.S.P.,29/07/2015,RONCESVALLES,TOLIMA,SubArea Huila-Tolima
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        DARIO VALENCIA SAMPER,150,ENEL COLOMBIA SA ESP,10/11/2013,LA MESA,CUNDINAMARCA,SubArea Bogota
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        EL QUIMBO,400,ENEL COLOMBIA SA ESP,16/11/2015,GIGANTE,HUILA,SubArea Cauca-Narino
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        ESCUELA DE MINAS,55,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,30/09/2019,MARINILLA,ANTIOQUIA,SubArea Antioquia
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        ESMERALDA,30,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,01/01/1963,CHINCHINÁ,CALDAS,SubArea CQR
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        GUADALUPE III,270,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,31/10/1996,GÓMEZ PLATA,ANTIOQUIA,SubArea Antioquia
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        GUADALUPE IV,202,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,31/10/1996,GÓMEZ PLATA,ANTIOQUIA,SubArea Antioquia
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        GUATAPE,560,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,01/01/1972,GUATAPÉ,ANTIOQUIA,SubArea Antioquia
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        GUAVIO,1250,ENEL COLOMBIA SA ESP,19/03/1993,UBALÁ,CUNDINAMARCA,SubArea Bogota
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        ITUANGO,1200,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,01/12/2022,ITUANGO,ANTIOQUIA,SubArea Antioquia
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        JAGUAS,170,ISAGEN S.A. E.S.P.,01/07/1988,SAN RAFAEL,ANTIOQUIA,SubArea Antioquia
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        LA GUACA,324,ENEL COLOMBIA SA ESP,01/12/1986,LA MESA,CUNDINAMARCA,SubArea Bogota
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        LA TASAJERA,306,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,20/05/1994,GIRARDOTA,ANTIOQUIA,SubArea Antioquia
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        MIEL I,396,ISAGEN S.A. E.S.P.,01/12/2002,NORCASIA,CALDAS,SubArea CQR
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        PARAISO,276,ENEL COLOMBIA SA ESP,01/12/1986,LA MESA,CUNDINAMARCA,SubArea Bogota
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        PLAYAS,207,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,01/08/1988,SAN CARLOS,ANTIOQUIA,SubArea Antioquia
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        PORCE II,405,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,08/04/2001,AMALFI,ANTIOQUIA,SubArea Antioquia
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        PORCE III,700,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,09/02/2011,ANORÍ,ANTIOQUIA,SubArea Antioquia
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        PRADO,51,CELSIA COLOMBIA S.A. E.S.P.,01/03/1973,PRADO,TOLIMA,SubArea Huila-Tolima
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        SALTO II,35,ENEL COLOMBIA SA ESP,25/06/2014,EL COLEGIO,CUNDINAMARCA,SubArea Bogota
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        SALVAJINA,315,CELSIA COLOMBIA S.A. E.S.P.,20/07/1995,SUÁREZ,CAUCA,SubArea Valle
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        SAN CARLOS,1240,ISAGEN S.A. E.S.P.,20/01/1984,SAN CARLOS,ANTIOQUIA,SubArea Antioquia
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        SAN FRANCISCO,135,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,01/01/1969,CHINCHINÁ,CALDAS,SubArea CQR
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        SAN MIGUEL,50,ISAGEN S.A. E.S.P.,23/12/2015,SAN FRANCISCO,ANTIOQUIA,SubArea Antioquia
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        SOGAMOSO,819,ISAGEN S.A. E.S.P.,20/12/2014,GIRÓN,SANTANDER,SubArea Santander
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        TRONERAS,40,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,01/01/1965,CAROLINA,ANTIOQUIA,SubArea Antioquia
HIDRÁULICA,GENERADOR,DESPACHADA CENTRALMENTE,        URRA,338,EMPRESA URRA S.A. E.S.P.,14/02/2000,TIERRALTA,CÓRDOBA,SubArea Cordoba_Sucre
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        BARAYA,"0,996",UNERGY ENERGY DIGITAL S.A.S E.S.P,18/02/2024,GALERAS,SUCRE,SubArea Cordoba_Sucre
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        CANAHUATE,"0,996",UNERGY ENERGY DIGITAL S.A.S E.S.P,22/02/2024,SAN DIEGO,CESAR,SubArea GCM
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        COMUNIDAD EL SALVADOR I,"0,0127",ERCO GENERACION S.A.S. ESP,24/03/2023,MEDELLÍN,ANTIOQUIA,SubArea Antioquia
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        COMUNIDAD EL SALVADOR II,"0,0037",ERCO GENERACION S.A.S. ESP,24/03/2023,MEDELLÍN,ANTIOQUIA,SubArea Antioquia
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        DELTA I,"0,99",UNERGY ENERGY DIGITAL S.A.S E.S.P,13/07/2025,TAMINANGO,NARIÑO,SubArea Cauca-Narino
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GANDALF,"0,996",UNERGY ENERGY DIGITAL S.A.S E.S.P,22/02/2024,SAN DIEGO,CESAR,SubArea GCM
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD ALFEREZ,"0,6",CELSIA COLOMBIA S.A. E.S.P.,22/02/2024,CALI,VALLE DEL CAUCA,SubArea Valle
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD BASILICA,"0,975",CELSIA COLOMBIA S.A. E.S.P.,16/02/2024,GUADALAJARA DE BUGA,VALLE DEL CAUCA,SubArea Valle
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD BOCAS DEL PALO,"0,1",CELSIA COLOMBIA S.A. E.S.P.,28/12/2024,JAMUNDÍ,VALLE DEL CAUCA,SubArea Cauca-Narino
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD CHICORAL,"0,975",CELSIA COLOMBIA S.A. E.S.P.,19/05/2024,FLANDES,TOLIMA,SubArea Huila-Tolima
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD CHIMBI,"0,975",CELSIA COLOMBIA S.A. E.S.P.,28/08/2024,CARMEN DE APICALÁ,TOLIMA,SubArea Huila-Tolima
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD DIOCESIS DE RIOHACHA,"0,15",ENERGIA LIMPIA Y EFICIENTE S.A.S ESP,25/01/2025,RIOHACHA,LA GUAJIRA,SubArea GCM
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD EL BANCO,"0,975",CELSIA COLOMBIA S.A. E.S.P.,22/02/2024,ARMERO,TOLIMA,SubArea CQR
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD EL ROBLE,"0,996",PROELECTRICA S.A.S E.S.P.,25/11/2024,EL ROBLE,SUCRE,SubArea Cordoba_Sucre
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD ERCO GUAMO I,"0,99",ERCO GENERACION S.A.S. ESP,26/04/2025,GUAMO,TOLIMA,SubArea Huila-Tolima
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD ERCO GUAMO II,"0,99",ERCO GENERACION S.A.S. ESP,30/03/2025,GUAMO,TOLIMA,SubArea Huila-Tolima
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD ERCO GUAMO III,"0,99",ERCO GENERACION S.A.S. ESP,30/03/2025,GUAMO,TOLIMA,SubArea Huila-Tolima
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD ERCO GUAMO IV,"0,99",ERCO GENERACION S.A.S. ESP,30/03/2025,GUAMO,TOLIMA,SubArea Huila-Tolima
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD ERCO SALDANA I,"0,99",ERCO GENERACION S.A.S. ESP,18/11/2024,SALDAÑA,TOLIMA,SubArea Huila-Tolima
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD ERCO SALDANA II,"0,99",ERCO GENERACION S.A.S. ESP,18/11/2024,SALDAÑA,TOLIMA,SubArea Huila-Tolima
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD ERCO TOLDADO,"0,99",ERCO GENERACION S.A.S. ESP,19/09/2024,ORTEGA,TOLIMA,SubArea Huila-Tolima
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD FINCA ISABEL LOPEZ,"0,99",GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.,10/11/2024,SABANALARGA,ATLÁNTICO,SubArea Atlantico
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD FINCA JM,"0,99",GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.,16/09/2024,SANTO TOMÁS,ATLÁNTICO,SubArea Atlantico
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD LA HONDA,"0,975",CELSIA COLOMBIA S.A. E.S.P.,14/03/2024,LA VICTORIA,VALLE DEL CAUCA,SubArea Valle
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD LA URIBE,"0,6",CELSIA COLOMBIA S.A. E.S.P.,14/03/2024,LA VICTORIA,VALLE DEL CAUCA,SubArea Valle
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD LOS CHORROS,"0,6",CELSIA COLOMBIA S.A. E.S.P.,16/02/2024,FLANDES,TOLIMA,SubArea Huila-Tolima
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD NAOS I,"0,96",UNERGY ENERGY DIGITAL S.A.S E.S.P,27/08/2024,TAMINANGO,NARIÑO,SubArea Cauca-Narino
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD NAOS II,"0,96",UNERGY ENERGY DIGITAL S.A.S E.S.P,02/03/2025,TAMINANGO,NARIÑO,SubArea Cauca-Narino
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD NAOS III,"0,96",UNERGY ENERGY DIGITAL S.A.S E.S.P,02/05/2025,TAMINANGO,NARIÑO,SubArea Cauca-Narino
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD PALERMO,"0,975",CELSIA COLOMBIA S.A. E.S.P.,03/12/2024,FLANDES,TOLIMA,SubArea Huila-Tolima
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD SAN MARTIN,"0,99",ELECTRIFICADORA DEL META S.A. E.S.P.,11/05/2025,SAN MARTÍN,META,SubArea Meta
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD SAN MARTIN II,"0,99",ELECTRIFICADORA DEL META S.A. E.S.P.,25/05/2025,SAN MARTÍN,META,SubArea Meta
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GD SAN MARTIN III,"0,99",ELECTRIFICADORA DEL META S.A. E.S.P.,15/06/2025,SAN MARTÍN,META,SubArea Meta
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        GRANJA SOLAR EL SALADO,"0,1",FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,17/06/2023,DAGUA,VALLE DEL CAUCA,SubArea Valle
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        LA INGLESA,"0,996",UNERGY ENERGY DIGITAL S.A.S E.S.P,16/09/2024,SAN DIEGO,CESAR,SubArea GCM
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        LA NENERA,"0,975",ERCO GENERACION S.A.S. ESP,13/01/2024,SAN JUAN NEPOMUCENO,BOLÍVAR,SubArea Cordoba_Sucre
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        MINIGRANJA EL MERENGUE,"0,99",UNERGY ENERGY DIGITAL S.A.S E.S.P,16/04/2025,VALLEDUPAR,CESAR,SubArea GCM
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        MINIGRANJA EL MOLINO,"0,996",UNERGY ENERGY DIGITAL S.A.S E.S.P,30/09/2024,EL MOLINO,LA GUAJIRA,SubArea GCM
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        MINIGRANJA EL SON,"0,99",UNERGY ENERGY DIGITAL S.A.S E.S.P,28/04/2025,VALLEDUPAR,CESAR,SubArea GCM
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        MINIGRANJA IBIRICO,"0,99",UNERGY ENERGY DIGITAL S.A.S E.S.P,21/07/2025,LA JAGUA DE IBIRICO,CESAR,SubArea GCM
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        MINIGRANJA LA PAZ ESMERALDA,"0,99",UNERGY ENERGY DIGITAL S.A.S E.S.P,26/02/2025,LA PAZ,CESAR,SubArea GCM
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        MINIGRANJA LA PAZ LEYENDA,"0,99",UNERGY ENERGY DIGITAL S.A.S E.S.P,02/12/2024,LA PAZ,CESAR,SubArea GCM
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        MINIGRANJA LA PAZ VALLENATA,"0,996",UNERGY ENERGY DIGITAL S.A.S E.S.P,13/08/2024,LA PAZ,CESAR,SubArea GCM
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        MINIGRANJA LA PAZ VERSO,"0,99",UNERGY ENERGY DIGITAL S.A.S E.S.P,18/01/2025,LA PAZ,CESAR,SubArea GCM
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        MINIGRANJA LA PUYA,"0,99",UNERGY ENERGY DIGITAL S.A.S E.S.P,07/04/2025,VALLEDUPAR,CESAR,SubArea GCM
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        MINIGRANJA LA RESERVA,"0,99",UNERGY ENERGY DIGITAL S.A.S E.S.P,04/07/2025,SABANA DE TORRES,SANTANDER,SubArea Santander
