TIPO,OPERACIÓN,DESPACHO,NOMBRE,CAPACIDAD NETA [MW],OPERADOR,INICIO OPERACION,MUNICIPIO,DEPARTAMENTO,SUBÁREA
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        MINIGRANJA SAN PEDRO,"0,9959",NITRO ENERGY COLOMBIA S.A.S. E.S.P.,27/02/2024,SAN PEDRO,SUCRE,SubArea Cordoba_Sucre
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        MINIGRANJA VILLANUEVA,"0,99",UNERGY ENERGY DIGITAL S.A.S E.S.P,25/07/2025,VILLANUEVA,LA GUAJIRA,SubArea GCM
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        POLARIS I,"0,99",UNERGY ENERGY DIGITAL S.A.S E.S.P,13/07/2025,MERCADERES,CAUCA,SubArea Cauca-Narino
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        SAN ONOFRE,"0,9",UNERGY ENERGY DIGITAL S.A.S E.S.P,13/07/2025,SAN ONOFRE,SUCRE,SubArea Cordoba_Sucre
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        SOL Y CIELO II,"0,99",ENERGIA Y GAS DE COLOMBIA SAS ESP,07/03/2025,MONTERÍA,CÓRDOBA,SubArea Cordoba_Sucre
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        SOL Y CIELO III,"0,99",ENERGIA Y GAS DE COLOMBIA SAS ESP,07/03/2025,MONTERÍA,CÓRDOBA,SubArea Cordoba_Sucre
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        SOL Y CIELO IV,"0,99",ENERGIA Y GAS DE COLOMBIA SAS ESP,21/03/2025,BUENAVISTA,CÓRDOBA,SubArea Cerromatoso
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        SOL Y CIELO V,"0,99",ENERGIA Y GAS DE COLOMBIA SAS ESP,08/05/2025,MONTERÍA,CÓRDOBA,SubArea Cordoba_Sucre
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        SOL Y CIELO VI,"0,99",ENERGIA Y GAS DE COLOMBIA SAS ESP,08/05/2025,MONTERÍA,CÓRDOBA,SubArea Cordoba_Sucre
SOLAR,GENERADOR DISTRIBUIDO,NO DESPACHADA CENTRALMENTE,        URUACO,"0,996",UNERGY ENERGY DIGITAL S.A.S E.S.P,18/06/2023,LURUACO,ATLÁNTICO,SubArea Atlantico
SOLAR,GENERADOR,NO DESPACHADA CENTRALMENTE,        BOSQUES SOLARES DE LOS LLANOS 4,"19,9",ISAGEN S.A. E.S.P.,12/09/2022,PUERTO GAITÁN,META,SubArea Meta
SOLAR,GENERADOR,NO DESPACHADA CENTRALMENTE,        BOSQUES SOLARES DE LOS LLANOS 5,"17,9",ISAGEN S.A. E.S.P.,12/09/2022,PUERTO GAITÁN,META,SubArea Meta
SOLAR,GENERADOR,NO DESPACHADA CENTRALMENTE,        BSB 503,"19,9",ISAGEN S.A. E.S.P.,26/09/2024,SABANALARGA,ATLÁNTICO,SubArea Atlantico
SOLAR,GENERADOR,NO DESPACHADA CENTRALMENTE,        BSB 504,"19,9",ISAGEN S.A. E.S.P.,27/09/2024,SABANALARGA,ATLÁNTICO,SubArea Atlantico
SOLAR,GENERADOR,NO DESPACHADA CENTRALMENTE,        GD GRANJA LA RUBIELA,"0,99",DUCK ENERGY S.A.S. ESP,19/07/2025,MONTERÍA,CÓRDOBA,SubArea Cordoba_Sucre
SOLAR,GENERADOR,NO DESPACHADA CENTRALMENTE,        PARQUE SOLAR BARANOA,"19,9",FOTOVOLTAICO EL YARUMO SAS ESP,30/04/2025,BARANOA,ATLÁNTICO,SubArea Atlantico
SOLAR,GENERADOR,NO DESPACHADA CENTRALMENTE,        SOLAR PLANETA RICA,"19,9",CELSIA COLOMBIA S.A. E.S.P.,17/04/2024,PLANETA RICA,CÓRDOBA,SubArea Cerromatoso
SOLAR,AUTOGENERADOR,NO DESPACHADA CENTRALMENTE,        AUTOG SOLAR PALMIRA,0,CELSIA COLOMBIA S.A. E.S.P.,31/07/2025,PALMIRA,VALLE DEL CAUCA,SubArea Valle
SOLAR,GENERADOR,DESPACHADA CENTRALMENTE,        CARACOLI I,50,SOL DE LAS CIÉNAGAS S.A.S. E.S.P.,22/12/2024,MALAMBO,ATLÁNTICO,SubArea Atlantico
SOLAR,GENERADOR,DESPACHADA CENTRALMENTE,        EL PASO,68,ENEL COLOMBIA SA ESP,23/03/2024,EL PASO,CESAR,SubArea GCM
SOLAR,GENERADOR,DESPACHADA CENTRALMENTE,        FUNDACION,100,ENEL COLOMBIA SA ESP,24/06/2024,PIVIJAY,MAGDALENA,SubArea GCM
SOLAR,GENERADOR,DESPACHADA CENTRALMENTE,        GUAYEPO,370,ENEL COLOMBIA SA ESP,30/11/2024,PONEDERA,ATLÁNTICO,SubArea Atlantico
SOLAR,GENERADOR,DESPACHADA CENTRALMENTE,        LA MATA,80,SPK LA MATA S.A.S E.S.P,27/06/2024,LA GLORIA,CESAR,SubArea Norte de Santander
SOLAR,GENERADOR,DESPACHADA CENTRALMENTE,        LATAM SOLAR LA LOMA,150,ENEL COLOMBIA SA ESP,24/06/2024,EL PASO,CESAR,SubArea GCM
SOLAR,GENERADOR,DESPACHADA CENTRALMENTE,        PARQUE SOLAR LA UNION,100,SPK LA UNIÓN S.A.S. E.S.P.,19/06/2024,SAN CARLOS,CÓRDOBA,SubArea Cordoba_Sucre
SOLAR,GENERADOR,DESPACHADA CENTRALMENTE,        PARQUE SOLAR TEPUY,83,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,12/06/2024,LA DORADA,CALDAS,SubArea CQR
SOLAR,GENERADOR,DESPACHADA CENTRALMENTE,        PORTON DEL SOL,102,PARQUE SOLAR PORTON DEL SOL SAS ESP,08/03/2024,LA DORADA,CALDAS,SubArea Antioquia
SOLAR,GENERADOR,DESPACHADA CENTRALMENTE,        SUNNORTE,35,GENERSOL S.A.S. E.S.P.,26/11/2024,OCAÑA,NORTE DE SANTANDER,SubArea Norte de Santander
TÉRMICA,AUTOGENERADOR,NO DESPACHADA CENTRALMENTE,        AUTOG ARGOS SOGAMOSO,15,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,02/10/2018,SOGAMOSO,BOYACÁ,SubArea Boyaca-Casanare
TÉRMICA,AUTOGENERADOR,NO DESPACHADA CENTRALMENTE,        AUTOG ARGOS YUMBO,"9,9",CELSIA COLOMBIA S.A. E.S.P.,20/03/2016,YUMBO,VALLE DEL CAUCA,SubArea Valle
TÉRMICA,AUTOGENERADOR,NO DESPACHADA CENTRALMENTE,        AUTOG BIODIANA,"4,99",NITRO ENERGY COLOMBIA S.A.S. E.S.P.,25/01/2025,YOPAL,CASANARE,SubArea Boyaca-Casanare
TÉRMICA,AUTOGENERADOR,NO DESPACHADA CENTRALMENTE,        AUTOG COCA-COLA FEMSA,"2,44",DEPI ENERGY S.A.S. E.S.P.,25/07/2018,TOCANCIPÁ,CUNDINAMARCA,SubArea Bogota
TÉRMICA,AUTOGENERADOR,NO DESPACHADA CENTRALMENTE,        AUTOG CORPACERO,"2,1",COMERCIALIZADORA 4G ENERGIA SAS ESP,19/03/2025,BARRANQUILLA,ATLÁNTICO,SubArea Atlantico
TÉRMICA,AUTOGENERADOR,NO DESPACHADA CENTRALMENTE,        AUTOG INGENIO CARMELITA,"4,99",DEPI ENERGY S.A.S. E.S.P.,30/12/2022,RIOFRÍO,VALLE DEL CAUCA,SubArea Valle
TÉRMICA,AUTOGENERADOR,NO DESPACHADA CENTRALMENTE,        AUTOG INGENIO MARIA LUISA,"1,8",DEPI ENERGY S.A.S. E.S.P.,14/08/2021,FLORIDA,VALLE DEL CAUCA,SubArea Valle
TÉRMICA,AUTOGENERADOR,NO DESPACHADA CENTRALMENTE,        AUTOG LOS POCITOS,"4,1",BCCY CORDOBA S.A.S. E.S.P.,16/02/2025,TUBARÁ,ATLÁNTICO,SubArea Atlantico
TÉRMICA,AUTOGENERADOR,NO DESPACHADA CENTRALMENTE,        AUTOG PTAR BELLO,5,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,30/11/2020,BELLO,ANTIOQUIA,SubArea Antioquia
TÉRMICA,AUTOGENERADOR,NO DESPACHADA CENTRALMENTE,        AUTOG REFICAR,"9,9",GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,26/04/2016,CARTAGENA DE INDIAS,BOLÍVAR,SubArea Bolivar
TÉRMICA,AUTOGENERADOR,NO DESPACHADA CENTRALMENTE,        AUTOG TERMOCOROCITO,"4,9",GENERSA S.A.S. E.S.P.,29/10/2024,TAME,ARAUCA,SubArea Arauca
TÉRMICA,AUTOGENERADOR,NO DESPACHADA CENTRALMENTE,        AUTOG TERMOMACAGUA,"4,9",GENERSA S.A.S. E.S.P.,29/06/2024,TAME,ARAUCA,SubArea Arauca
TÉRMICA,AUTOGENERADOR,NO DESPACHADA CENTRALMENTE,        AUTOG TERMOTAME,5,GENERSA S.A.S. E.S.P.,02/09/2021,TAME,ARAUCA,SubArea Arauca
TÉRMICA,AUTOGENERADOR,NO DESPACHADA CENTRALMENTE,        AUTOG TURGAS,"3,5",TERMOPIEDRAS S.A. E.S.P.,08/02/2020,SAN SEBASTIÁN DE MARIQUITA,TOLIMA,SubArea CQR
TÉRMICA,AUTOGENERADOR,NO DESPACHADA CENTRALMENTE,        AUTOG UNIBOL,"4,9",COMERCIALIZADORA 4G ENERGIA SAS ESP,11/02/2024,BARRANQUILLA,ATLÁNTICO,SubArea Atlantico
TÉRMICA,AUTOGENERADOR,NO DESPACHADA CENTRALMENTE,        AUTOG YAGUARITO,"1,6",ELECTRIFICADORA DEL META S.A. E.S.P.,22/03/2016,SAN CARLOS DE GUAROA,META,SubArea Meta
TÉRMICA,AUTOGENERADOR,NO DESPACHADA CENTRALMENTE,        POWER PLANT DRUMMOND,"19,9",DRUMMOND POWER S.A.S. E.S.P.,22/04/2024,EL PASO,CESAR,SubArea GCM
TÉRMICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        ARGOS CARTAGENA,15,CELSIA COLOMBIA S.A. E.S.P.,15/03/2016,CARTAGENA DE INDIAS,BOLÍVAR,SubArea Bolivar
TÉRMICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        DOÑA JUANA,"1,7",BIOGAS COLOMBIA S.A.S. E.S.P ,29/04/2016,BOGOTÁ. D.C.,BOGOTÁ. D.C.,SubArea Bogota
TÉRMICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        PROENCA II,17,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,10/10/2017,GUACHENÉ,CAUCA,SubArea Cauca-Narino
TÉRMICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        TEQUENDAMA BIOGAS,"2,25",VOLTAJE EMPRESARIAL S.A.S. E.S.P.,25/06/2016,FUNDACIÓN,MAGDALENA,SubArea GCM
TÉRMICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        TERMOBOLIVAR,"9,7",GENERSA S.A.S. E.S.P.,04/03/2016,TÓPAGA,BOYACÁ,SubArea Boyaca-Casanare
TÉRMICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        TERMOCAPACHOS,"9,9",GENERSA S.A.S. E.S.P.,04/08/2019,TAME,ARAUCA,SubArea Arauca
TÉRMICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        TERMOMECHERO 4,"19,3",TERMO MECHERO MORRO S.A.S E.S.P ,02/02/2018,YOPAL,CASANARE,SubArea Boyaca-Casanare
TÉRMICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        TERMOMECHERO 5,"19,3",TERMO MECHERO MORRO S.A.S E.S.P ,16/12/2017,YOPAL,CASANARE,SubArea Boyaca-Casanare
TÉRMICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        TERMOMECHERO 6,"19,3",TERMO MECHERO MORRO S.A.S E.S.P ,02/02/2018,YOPAL,CASANARE,SubArea Boyaca-Casanare
TÉRMICA,GENERADOR,NO DESPACHADA CENTRALMENTE,        TERMOPIEDRAS,"3,75",TERMOPIEDRAS S.A. E.S.P.,30/12/1999,PIEDRAS,TOLIMA,SubArea Huila-Tolima
TÉRMICA,COGENERADOR,NO DESPACHADA CENTRALMENTE,        BIOENERGY,"19,9",AES COLOMBIA & CIA. S.C.A. E.S.P.,22/04/2017,PUERTO LÓPEZ,META,SubArea Meta
TÉRMICA,COGENERADOR,NO DESPACHADA CENTRALMENTE,        CENTRAL CASTILLA 1,3,RIOPAILA ENERGÍA S.A.S. E.S.P. ,15/08/2004,PRADERA,VALLE DEL CAUCA,SubArea Valle
TÉRMICA,COGENERADOR,NO DESPACHADA CENTRALMENTE,        COGENERADOR MANUELITA 2,12,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,06/12/2024,PALMIRA,VALLE DEL CAUCA,SubArea Valle
TÉRMICA,COGENERADOR,NO DESPACHADA CENTRALMENTE,        COGENERADOR PROENCA,"19,9",PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,29/04/2014,CALOTO,CAUCA,SubArea Cauca-Narino
TÉRMICA,COGENERADOR,NO DESPACHADA CENTRALMENTE,        INCAUCA 1,60,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,21/10/1998,MIRANDA,CAUCA,SubArea Cauca-Narino
TÉRMICA,COGENERADOR,NO DESPACHADA CENTRALMENTE,        INGENIO PICHICHI 1,0,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,26/01/2010,GUACARÍ,VALLE DEL CAUCA,SubArea Valle
TÉRMICA,COGENERADOR,NO DESPACHADA CENTRALMENTE,        INGENIO PROVIDENCIA 2,"19,9",NITRO ENERGY COLOMBIA S.A.S. E.S.P.,18/05/2009,EL CERRITO,VALLE DEL CAUCA,SubArea Valle
TÉRMICA,COGENERADOR,NO DESPACHADA CENTRALMENTE,        INGENIO RIOPAILA 1,16,RIOPAILA ENERGÍA S.A.S. E.S.P. ,21/05/2018,ZARZAL,VALLE DEL CAUCA,SubArea Valle
TÉRMICA,COGENERADOR,NO DESPACHADA CENTRALMENTE,        INGENIO RISARALDA 1,"19,9",ERCO GENERACION S.A.S. ESP,15/08/2003,BALBOA,RISARALDA,SubArea CQR
TÉRMICA,COGENERADOR,NO DESPACHADA CENTRALMENTE,        INGENIO SAN CARLOS 1,2,CELSIA COLOMBIA S.A. E.S.P.,23/07/2011,TULUÁ,VALLE DEL CAUCA,SubArea Valle
TÉRMICA,COGENERADOR,NO DESPACHADA CENTRALMENTE,        MAYAGUEZ 1,"19,9",CELSIA COLOMBIA S.A. E.S.P.,17/08/2010,CANDELARIA,VALLE DEL CAUCA,SubArea Valle
TÉRMICA,COGENERADOR,NO DESPACHADA CENTRALMENTE,        PAPELES NACIONALES,0,ENERCO S.A. E.S.P.,05/02/2009,PEREIRA,RISARALDA,SubArea CQR
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        BARRANQUILLA 3,60,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,01/01/1980,SOLEDAD,ATLÁNTICO,SubArea Atlantico
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        BARRANQUILLA 4,60,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,01/01/1980,SOLEDAD,ATLÁNTICO,SubArea Atlantico
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        CARTAGENA 1,52,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,20/07/1995,CARTAGENA DE INDIAS,BOLÍVAR,SubArea Bolivar
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        CARTAGENA 2,60,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,01/01/1980,CARTAGENA DE INDIAS,BOLÍVAR,SubArea Bolivar
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        CARTAGENA 3,66,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,01/01/1980,CARTAGENA DE INDIAS,BOLÍVAR,SubArea Bolivar
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        FLORES 4 CC,445,ENFRAGEN TERMOFLORES S.A.S. E.S.P.,01/12/2010,BARRANQUILLA,ATLÁNTICO,SubArea Atlantico
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        FLORES I CC,160,ENFRAGEN TERMOFLORES S.A.S. E.S.P.,01/11/1993,BARRANQUILLA,ATLÁNTICO,SubArea Atlantico
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        GECELCA 3,164,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,17/09/2015,PUERTO LIBERTADOR,CÓRDOBA,SubArea Cerromatoso
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        GECELCA 32,270,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,28/09/2018,PUERTO LIBERTADOR,CÓRDOBA,SubArea Cerromatoso
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        GUAJIRA 1,145,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,08/08/1983,DIBULLA,LA GUAJIRA,SubArea GCM
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        GUAJIRA 2,130,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,23/11/1987,DIBULLA,LA GUAJIRA,SubArea GCM
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        MERILECTRICA 1,164,CELSIA COLOMBIA S.A. E.S.P.,05/02/1998,BARRANCABERMEJA,SANTANDER,SubArea Santander
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        PAIPA 1,36,GESTION ENERGETICA S.A. E.S.P.,01/01/1963,PAIPA,BOYACÁ,SubArea Boyaca-Casanare
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        PAIPA 2,72,GESTION ENERGETICA S.A. E.S.P.,01/01/1975,PAIPA,BOYACÁ,SubArea Boyaca-Casanare
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        PAIPA 3,70,GESTION ENERGETICA S.A. E.S.P.,06/05/1982,PAIPA,BOYACÁ,SubArea Boyaca-Casanare
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        PAIPA 4,165,COMPAÑÍA ELÉCTRICA DE SOCHAGOTA  S.A. E.S.P.,08/01/1999,PAIPA,BOYACÁ,SubArea Boyaca-Casanare
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        PROELECTRICA 1,45,PROELECTRICA S.A.S E.S.P.,01/07/1993,CARTAGENA DE INDIAS,BOLÍVAR,SubArea Bolivar
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        PROELECTRICA 2,45,PROELECTRICA S.A.S E.S.P.,01/07/1993,CARTAGENA DE INDIAS,BOLÍVAR,SubArea Bolivar
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        TASAJERO 1,165,TERMOTASAJERO S.A. E.S.P.,20/02/1985,SAN CAYETANO,NORTE DE SANTANDER,SubArea Norte de Santander
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        TASAJERO 2,170,TERMOTASAJERO DOS S.A. E.S.P. ,30/11/2015,SAN CAYETANO,NORTE DE SANTANDER,SubArea Norte de Santander
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        TEBSAB CC,791,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,21/10/1989,SOLEDAD,ATLÁNTICO,SubArea Atlantico
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        TERMOCANDELARIA CC,555,TERMOCANDELARIA S.A.S. - E.S.P. ,27/10/2023,CARTAGENA DE INDIAS,BOLÍVAR,SubArea Bolivar
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        TERMOCARIBE III,52,TERMO CARIBE S.A.S. E.S.P.,21/03/2024,SANTA ROSA,BOLÍVAR,SubArea Bolivar
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        TERMOCENTRO CC,272,GENERADORA TERMOCENTRO S.A.S. E.S.P.,30/11/2000,CIMITARRA,SANTANDER,SubArea Antioquia
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        TERMODORADA 1,50,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,11/08/1997,LA DORADA,CALDAS,SubArea CQR
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        TERMOEMCALI CC,229,TERMOEMCALI I S.A. E.S.P.,16/07/1999,PALMIRA,VALLE DEL CAUCA,SubArea Valle
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        TERMONORTE,88,TERMONORTE S.A.S. E.S.P.,01/12/2018,SANTA MARTA,MAGDALENA,SubArea GCM
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        TERMOSIERRA CC,352,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,07/02/1998,PUERTO NARE,ANTIOQUIA,SubArea Antioquia
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        TERMOVALLE CC,241,ENFRAGEN TERMOVALLE S.A.S. EMPRESA DE SERVICIOS PUBLICOS,17/12/2011,PALMIRA,VALLE DEL CAUCA,SubArea Valle
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        TERMOYOPAL 1,8,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,01/12/2020,YOPAL,CASANARE,SubArea Boyaca-Casanare
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        TERMOYOPAL 2,28,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,29/07/2004,YOPAL,CASANARE,SubArea Boyaca-Casanare
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        TERMOYOPAL G3,50,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,31/08/2020,YOPAL,CASANARE,SubArea Boyaca-Casanare
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        TERMOYOPAL G4,50,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,31/08/2020,YOPAL,CASANARE,SubArea Boyaca-Casanare
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        TERMOYOPAL G5,50,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,11/02/2021,YOPAL,CASANARE,SubArea Boyaca-Casanare
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        TESORITO,200,CELSIA COLOMBIA S.A. E.S.P.,14/09/2022,SAHAGÚN,CÓRDOBA,SubArea Cordoba_Sucre
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        ZIPAEMG 2,36,ENEL COLOMBIA SA ESP,01/01/1964,TOCANCIPÁ,CUNDINAMARCA,SubArea Bogota
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        ZIPAEMG 3,63,ENEL COLOMBIA SA ESP,01/01/1976,TOCANCIPÁ,CUNDINAMARCA,SubArea Bogota
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        ZIPAEMG 4,64,ENEL COLOMBIA SA ESP,01/04/1981,TOCANCIPÁ,CUNDINAMARCA,SubArea Bogota
TÉRMICA,GENERADOR,DESPACHADA CENTRALMENTE,        ZIPAEMG 5,63,ENEL COLOMBIA SA ESP,14/12/1985,TOCANCIPÁ,CUNDINAMARCA,SubArea Bogota